whole name,Name,Address,Price Level,Types,Category,Website,Phone Number,Rating,Review Count,Opening Hours,Email,POS System,Loyalty Programs,Reservation Platform
The Morris,The Morris,"2501 Mariposa St, San Francisco, CA 94110, USA",3.0,"restaurant, point_of_interest, food, establishment",BB1,http://www.themorris-sf.com/,(415) 612-8480,4.7,570.0,"Monday: 5:00 – 9:30 PM, Tuesday: 5:00 – 9:30 PM, Wednesday: 5:00 – 9:30 PM, Thursday: 5:00 – 9:30 PM, Friday: 5:00 – 9:30 PM, Saturday: 5:00 – 9:30 PM, Sunday: Closed",events@themorris-sf.com,Toast,,Resy
The Morris,The Morris,"2501 Mariposa St, San Francisco, CA 94110, USA",3.0,"restaurant, point_of_interest, food, establishment",BB1,http://www.themorris-sf.com/,(415) 612-8480,4.7,570.0,"Monday: 5:00 – 9:30 PM, Tuesday: 5:00 – 9:30 PM, Wednesday: 5:00 – 9:30 PM, Thursday: 5:00 – 9:30 PM, Friday: 5:00 – 9:30 PM, Saturday: 5:00 – 9:30 PM, Sunday: Closed",info@themorris-sf.com,Toast,,Resy
Heirloom Cafe,Heirloom Café,"2500 Folsom St, San Francisco, CA 94110, USA",3.0,"cafe, bar, restaurant, food, point_of_interest, establishment",BB3,https://heirloom-sf.com/,(415) 821-2500,4.6,360.0,"Monday: Closed, Tuesday: 5:45 – 9:30 PM, Wednesday: 5:45 – 9:30 PM, Thursday: 5:45 – 9:30 PM, Friday: 5:45 – 10:00 PM, Saturday: 5:45 – 10:00 PM, Sunday: Closed",stephen@heirloom-sf.com,Toast,,
Prubechu,Prubechu,"2224 Mission St #A, San Francisco, CA 94110, USA",3.0,"restaurant, food, point_of_interest, establishment",BB1,http://www.prubechu.com/,(415) 853-0671,4.6,430.0,"Monday: Closed, Tuesday: Closed, Wednesday: 12:00 – 3:00 PM, 5:00 – 9:30 PM, Thursday: 12:00 – 3:00 PM, 5:00 – 9:30 PM, Friday: 12:00 – 3:00 PM, 5:00 – 9:30 PM, Saturday: 12:00 – 3:00 PM, 5:00 – 9:30 PM, Sunday: 11:00 AM – 3:00 PM",States4158530671info@prubechu.com,Toast,,Resy
Prubechu,Prubechu,"2224 Mission St #A, San Francisco, CA 94110, USA",3.0,"restaurant, food, point_of_interest, establishment",BB1,http://www.prubechu.com/,(415) 853-0671,4.6,430.0,"Monday: Closed, Tuesday: Closed, Wednesday: 12:00 – 3:00 PM, 5:00 – 9:30 PM, Thursday: 12:00 – 3:00 PM, 5:00 – 9:30 PM, Friday: 12:00 – 3:00 PM, 5:00 – 9:30 PM, Saturday: 12:00 – 3:00 PM, 5:00 – 9:30 PM, Sunday: 11:00 AM – 3:00 PM",info@prubechu.com,Toast,,Resy
Trick Dog,Trick Dog,"3010 20th St, San Francisco, CA 94110, USA",2.0,"bar, restaurant, food, point_of_interest, establishment",BB3,https://www.trickdogbar.com/,(415) 471-2999,4.5,1237.0,"Monday: 4:00 PM – 12:00 AM, Tuesday: 4:00 PM – 12:00 AM, Wednesday: 4:00 PM – 12:00 AM, Thursday: 4:00 PM – 12:00 AM, Friday: 4:00 PM – 2:00 AM, Saturday: 4:00 PM – 2:00 AM, Sunday: 4:00 PM – 12:00 AM",X@K.bA,,,Resy
Trick Dog,Trick Dog,"3010 20th St, San Francisco, CA 94110, USA",2.0,"bar, restaurant, food, point_of_interest, establishment",BB3,https://www.trickdogbar.com/,(415) 471-2999,4.5,1237.0,"Monday: 4:00 PM – 12:00 AM, Tuesday: 4:00 PM – 12:00 AM, Wednesday: 4:00 PM – 12:00 AM, Thursday: 4:00 PM – 12:00 AM, Friday: 4:00 PM – 2:00 AM, Saturday: 4:00 PM – 2:00 AM, Sunday: 4:00 PM – 12:00 AM",u@b.QS,,,Resy
Trick Dog,Trick Dog,"3010 20th St, San Francisco, CA 94110, USA",2.0,"bar, restaurant, food, point_of_interest, establishment",BB3,https://www.trickdogbar.com/,(415) 471-2999,4.5,1237.0,"Monday: 4:00 PM – 12:00 AM, Tuesday: 4:00 PM – 12:00 AM, Wednesday: 4:00 PM – 12:00 AM, Thursday: 4:00 PM – 12:00 AM, Friday: 4:00 PM – 2:00 AM, Saturday: 4:00 PM – 2:00 AM, Sunday: 4:00 PM – 12:00 AM",mwatson@baltzco.com,,,Resy
Trick Dog,Trick Dog,"3010 20th St, San Francisco, CA 94110, USA",2.0,"bar, restaurant, food, point_of_interest, establishment",BB3,https://www.trickdogbar.com/,(415) 471-2999,4.5,1237.0,"Monday: 4:00 PM – 12:00 AM, Tuesday: 4:00 PM – 12:00 AM, Wednesday: 4:00 PM – 12:00 AM, Thursday: 4:00 PM – 12:00 AM, Friday: 4:00 PM – 2:00 AM, Saturday: 4:00 PM – 2:00 AM, Sunday: 4:00 PM – 12:00 AM",sabell@baltzco.com,,,Resy
Trick Dog,Trick Dog,"3010 20th St, San Francisco, CA 94110, USA",2.0,"bar, restaurant, food, point_of_interest, establishment",BB3,https://www.trickdogbar.com/,(415) 471-2999,4.5,1237.0,"Monday: 4:00 PM – 12:00 AM, Tuesday: 4:00 PM – 12:00 AM, Wednesday: 4:00 PM – 12:00 AM, Thursday: 4:00 PM – 12:00 AM, Friday: 4:00 PM – 2:00 AM, Saturday: 4:00 PM – 2:00 AM, Sunday: 4:00 PM – 12:00 AM",events@bonvivants.com,,,Resy
Trick Dog,Trick Dog,"3010 20th St, San Francisco, CA 94110, USA",2.0,"bar, restaurant, food, point_of_interest, establishment",BB3,https://www.trickdogbar.com/,(415) 471-2999,4.5,1237.0,"Monday: 4:00 PM – 12:00 AM, Tuesday: 4:00 PM – 12:00 AM, Wednesday: 4:00 PM – 12:00 AM, Thursday: 4:00 PM – 12:00 AM, Friday: 4:00 PM – 2:00 AM, Saturday: 4:00 PM – 2:00 AM, Sunday: 4:00 PM – 12:00 AM",ileftmycard@trickdogbar.com,,,Resy
Trick Dog,Trick Dog,"3010 20th St, San Francisco, CA 94110, USA",2.0,"bar, restaurant, food, point_of_interest, establishment",BB3,https://www.trickdogbar.com/,(415) 471-2999,4.5,1237.0,"Monday: 4:00 PM – 12:00 AM, Tuesday: 4:00 PM – 12:00 AM, Wednesday: 4:00 PM – 12:00 AM, Thursday: 4:00 PM – 12:00 AM, Friday: 4:00 PM – 2:00 AM, Saturday: 4:00 PM – 2:00 AM, Sunday: 4:00 PM – 12:00 AM",info@trickdogbar.com,,,Resy
Arizmendi Bakery (Valencia),Arizmendi Bakery,"1268 Valencia St, San Francisco, CA 94110, USA",1.0,"bakery, food, point_of_interest, store, establishment",BB2,http://valencia.arizmendi.coop/,(415) 826-9218,4.8,1216.0,"Monday: 7:00 AM – 7:00 PM, Tuesday: Closed, Wednesday: 7:00 AM – 7:00 PM, Thursday: 7:00 AM – 7:00 PM, Friday: 7:00 AM – 7:00 PM, Saturday: 8:00 AM – 7:00 PM, Sunday: 8:00 AM – 7:00 PM",valencia@arizmendi.coop,,,
Arizmendi Bakery (Valencia),Arizmendi Bakery,"1268 Valencia St, San Francisco, CA 94110, USA",1.0,"bakery, food, point_of_interest, store, establishment",BB2,http://valencia.arizmendi.coop/,(415) 826-9218,4.8,1216.0,"Monday: 7:00 AM – 7:00 PM, Tuesday: Closed, Wednesday: 7:00 AM – 7:00 PM, Thursday: 7:00 AM – 7:00 PM, Friday: 7:00 AM – 7:00 PM, Saturday: 8:00 AM – 7:00 PM, Sunday: 8:00 AM – 7:00 PM",826-9218valencia@arizmendi.coop,,,
Frances,Frances Hotel,"2084 Mission St, San Francisco, CA 94110, USA",,"lodging, point_of_interest, establishment",Not a restaurant,,(415) 553-6190,2.7,24.0,,,,,
Kitchen Story,Kitchen Story,"3499 16th St, San Francisco, CA 94114, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.kitchenstorysf.com/,(415) 525-4905,4.4,2598.0,"Monday: 9:00 AM – 2:00 PM, Tuesday: 9:00 AM – 2:00 PM, Wednesday: 9:00 AM – 2:00 PM, Thursday: 9:00 AM – 2:00 PM, Friday: 9:00 AM – 2:00 PM, Saturday: 9:00 AM – 2:30 PM, Sunday: 9:00 AM – 2:30 PM",,,,
Starbelly,Starbelly,"3583 16th St, San Francisco, CA 94114, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,http://www.starbellysf.com/?utm_source=yext&utm_medium=gmb,(415) 252-7500,4.4,1961.0,"Monday: 11:30 AM – 9:00 PM, Tuesday: 11:30 AM – 9:00 PM, Wednesday: 11:30 AM – 9:00 PM, Thursday: 11:30 AM – 9:00 PM, Friday: 11:30 AM – 10:00 PM, Saturday: 10:00 AM – 10:00 PM, Sunday: 10:00 AM – 9:00 PM",info@starbellysf.com,Toast,inKind,OpenTable
Fable,Fable,"558 Castro St, San Francisco, CA 94114, USA",2.0,"bar, restaurant, food, point_of_interest, establishment",BB3,https://www.fablesf.com/,(415) 590-2404,4.4,956.0,"Monday: 11:00 AM – 2:30 PM, 5:00 – 9:00 PM, Tuesday: 11:00 AM – 2:30 PM, 5:00 – 9:30 PM, Wednesday: 11:00 AM – 2:30 PM, 5:00 – 9:30 PM, Thursday: 11:00 AM – 2:30 PM, 5:00 – 9:30 PM, Friday: 11:00 AM – 2:30 PM, 5:00 – 9:30 PM, Saturday: 10:00 AM – 2:30 PM, 5:00 – 9:30 PM, Sunday: 10:00 AM – 2:30 PM, 5:00 – 9:00 PM",user@domain.com,,SpotOn,OpenTable
Fable,Fable,"558 Castro St, San Francisco, CA 94114, USA",2.0,"bar, restaurant, food, point_of_interest, establishment",BB3,https://www.fablesf.com/,(415) 590-2404,4.4,956.0,"Monday: 11:00 AM – 2:30 PM, 5:00 – 9:00 PM, Tuesday: 11:00 AM – 2:30 PM, 5:00 – 9:30 PM, Wednesday: 11:00 AM – 2:30 PM, 5:00 – 9:30 PM, Thursday: 11:00 AM – 2:30 PM, 5:00 – 9:30 PM, Friday: 11:00 AM – 2:30 PM, 5:00 – 9:30 PM, Saturday: 10:00 AM – 2:30 PM, 5:00 – 9:30 PM, Sunday: 10:00 AM – 2:30 PM, 5:00 – 9:00 PM",contact@fablesf.com,,SpotOn,OpenTable
Canela Bistro & Wine Bar,Canela Bistro & Wine Bar,"2272 Market St, San Francisco, CA 94114, USA",2.0,"bar, restaurant, food, point_of_interest, establishment",BB3,https://canelasf.com/,(415) 552-3000,4.6,523.0,"Monday: Closed, Tuesday: 5:00 – 9:30 PM, Wednesday: 5:00 – 9:30 PM, Thursday: 5:00 – 9:30 PM, Friday: 5:00 – 9:30 PM, Saturday: 5:00 – 9:30 PM, Sunday: 5:00 – 9:30 PM",jobs@canelasf.com,,,OpenTable
Canela Bistro & Wine Bar,Canela Bistro & Wine Bar,"2272 Market St, San Francisco, CA 94114, USA",2.0,"bar, restaurant, food, point_of_interest, establishment",BB3,https://canelasf.com/,(415) 552-3000,4.6,523.0,"Monday: Closed, Tuesday: 5:00 – 9:30 PM, Wednesday: 5:00 – 9:30 PM, Thursday: 5:00 – 9:30 PM, Friday: 5:00 – 9:30 PM, Saturday: 5:00 – 9:30 PM, Sunday: 5:00 – 9:30 PM",CONTACT@CANELASF.COM,,,OpenTable
Canela Bistro & Wine Bar,Canela Bistro & Wine Bar,"2272 Market St, San Francisco, CA 94114, USA",2.0,"bar, restaurant, food, point_of_interest, establishment",BB3,https://canelasf.com/,(415) 552-3000,4.6,523.0,"Monday: Closed, Tuesday: 5:00 – 9:30 PM, Wednesday: 5:00 – 9:30 PM, Thursday: 5:00 – 9:30 PM, Friday: 5:00 – 9:30 PM, Saturday: 5:00 – 9:30 PM, Sunday: 5:00 – 9:30 PM",contact@canelasf.com,,,OpenTable
Canela Bistro & Wine Bar,Canela Bistro & Wine Bar,"2272 Market St, San Francisco, CA 94114, USA",2.0,"bar, restaurant, food, point_of_interest, establishment",BB3,https://canelasf.com/,(415) 552-3000,4.6,523.0,"Monday: Closed, Tuesday: 5:00 – 9:30 PM, Wednesday: 5:00 – 9:30 PM, Thursday: 5:00 – 9:30 PM, Friday: 5:00 – 9:30 PM, Saturday: 5:00 – 9:30 PM, Sunday: 5:00 – 9:30 PM",JOBS@CANELASF.COM,,,OpenTable
Anchor Oyster Bar,Anchor Oyster Bar,"579 Castro St, San Francisco, CA 94114, USA",3.0,"bar, restaurant, food, point_of_interest, establishment",BB3,http://www.anchoroysterbar.com/,(415) 431-3990,4.7,1153.0,"Monday: 2:00 – 8:00 PM, Tuesday: Closed, Wednesday: Closed, Thursday: 2:00 – 8:00 PM, Friday: 2:00 – 8:00 PM, Saturday: 2:00 – 8:00 PM, Sunday: 2:00 – 8:00 PM",,,,
Orphan Andy’s,Orphan Andy's Restaurant,"3991 A 17th St, San Francisco, CA 94114, USA",1.0,"restaurant, food, point_of_interest, establishment",BB1,,(415) 864-9795,4.5,2196.0,"Monday: 6:00 AM – 9:45 PM, Tuesday: 8:00 AM – 9:45 PM, Wednesday: 8:00 AM – 9:45 PM, Thursday: Open 24 hours, Friday: Open 24 hours, Saturday: Open 24 hours, Sunday: Open 24 hours",,,,
L’ardoise Bistro,L'Ardoise Bistro,"151 Noe St, San Francisco, CA 94114, USA",3.0,"restaurant, food, point_of_interest, establishment",BB1,http://www.ardoisesf.com/,(415) 437-2600,4.7,680.0,"Monday: Closed, Tuesday: 5:00 – 9:30 PM, Wednesday: 5:00 – 9:30 PM, Thursday: 5:00 – 9:30 PM, Friday: 5:00 – 9:30 PM, Saturday: 5:00 – 9:30 PM, Sunday: Closed",info@LArdoisesf.com,,,
Poesia,Poesia Cafe,"4076 18th St, San Francisco, CA 94114, USA",,"bakery, cafe, meal_takeaway, bar, restaurant, food, store, point_of_interest, establishment",BB2,http://www.poesiacafesf.com/,(415) 765-3522,4.8,102.0,"Monday: 8:00 AM – 5:00 PM, Tuesday: 8:00 AM – 5:00 PM, Wednesday: 8:00 AM – 5:00 PM, Thursday: 8:00 AM – 5:00 PM, Friday: 8:00 AM – 5:00 PM, Saturday: 8:00 AM – 5:00 PM, Sunday: 8:00 AM – 5:00 PM",user@domain.com,,,
Lark,Lark Lane,"Lark Ln, Tamalpais-Homestead Valley, CA 94941, USA",,route,Not a restaurant,,,,,,,,,
Ristorante Franchino,Ristorante Franchino,"Via Roma, 10, 84010 Praiano SA, Italy",,"restaurant, point_of_interest, food, establishment",BB1,https://www.ristorantefranchino.com/,089 813 1226,4.5,408.0,,reservations@ondaverde.it,,,
Ristorante Franchino,Ristorante Franchino,"Via Roma, 10, 84010 Praiano SA, Italy",,"restaurant, point_of_interest, food, establishment",BB1,https://www.ristorantefranchino.com/,089 813 1226,4.5,408.0,,reservations@ondaverde.itPrivacy,,,
Slurp Noodle Bar,Slurp Noodle Bar,"469 Castro St #2019, San Francisco, CA 94114, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,https://www.facebook.com/pages/Slurp-Noodle-Bar/424984394924351,(415) 553-6633,4.1,294.0,,,,,
La Mediterranee (Noe),La Mediterranee,"288 Noe St, San Francisco, CA 94114, USA",2.0,"restaurant, food, point_of_interest, establishment",BB1,http://www.lamednoe.com/,(415) 431-7210,4.4,535.0,"Monday: Closed, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 9:30 PM, Saturday: 11:00 AM – 9:30 PM, Sunday: 11:00 AM – 9:00 PM",information@lamednoe.com,,,
Eureka! (18th),Eureka,"4063 18th St, San Francisco, CA 94114, USA",2.0,"bar, restaurant, food, point_of_interest, establishment",BB3,,(415) 431-6000,4.4,146.0,,,,,
Super Duper Burgers (Market),Super Duper Burgers,"721 Market St, San Francisco, CA 94103, USA",1.0,"restaurant, food, point_of_interest, establishment",BB1,https://superduperburgers.com/,(415) 407-8014,4.4,6600.0,"Monday: 10:00 AM – 9:00 PM, Tuesday: 10:00 AM – 9:00 PM, Wednesday: 10:00 AM – 9:00 PM, Thursday: 10:00 AM – 9:00 PM, Friday: 10:00 AM – 9:30 PM, Saturday: 10:00 AM – 9:30 PM, Sunday: 10:00 AM – 9:00 PM",irving@superdupersf.com,,,
Super Duper Burgers (Market),Super Duper Burgers,"721 Market St, San Francisco, CA 94103, USA",1.0,"restaurant, food, point_of_interest, establishment",BB1,https://superduperburgers.com/,(415) 407-8014,4.4,6600.0,"Monday: 10:00 AM – 9:00 PM, Tuesday: 10:00 AM – 9:00 PM, Wednesday: 10:00 AM – 9:00 PM, Thursday: 10:00 AM – 9:00 PM, Friday: 10:00 AM – 9:30 PM, Saturday: 10:00 AM – 9:30 PM, Sunday: 10:00 AM – 9:00 PM",sdsanmateo@superdupersf.com,,,
Chilango,Tacos El Chilango,"3498 Cesar Chavez St, San Francisco, CA 94110, USA",2.0,"restaurant, point_of_interest, food, establishment",BB1,,(415) 304-5039,3.8,4.0,"Monday: 11:00 AM – 9:00 PM, Tuesday: 11:00 AM – 9:00 PM, Wednesday: 11:00 AM – 9:00 PM, Thursday: 11:00 AM – 9:00 PM, Friday: 11:00 AM – 6:30 PM, Saturday: 11:00 AM – 6:30 PM, Sunday: Closed",,,,
